population_id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
5,1,0.197533943546318,0.00746413899137277,-0.18649832314024,-0.129094367532316,0.0821926844302254,0.203900126495087,0.194433128638156,0.181617268023562,0.196011381465534,0.145544249267239,0.0247825649887545,-0.0581081209452954,-0.0995229499596881,-0.253405544554813,-0.567434588716039,-0.832311730639775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,1,-0.0116505712663235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1,0.0780175940286725,-0.194239819077381,-0.364253525910359,-0.286099670219078,-0.0272321259719241,0.203493486718773,0.24977613329795,0.128853204129166,-0.0205789126145639,-0.0832005106144362,-0.0534438755677058,-0.00190547584073419,0.012024450512151,-0.0148352320288623,-0.0510352518865522,-0.0715400679311857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,1,0.0287704620275493,0.0343757058396751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,1,0.0220622189233031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
810,1,0.113354337756902,0.0906347338176842,0.0611709011801215,0.027394510085351,-0.00538025774916429,-0.0306518342945329,-0.0441585019768652,-0.0463023072806609,-0.0403379636256226,-0.028560287727858,-0.012067461364398,0.00584655118587404,0.0190686348304545,0.0235510573458463,0.0214692040158384,0.0183671481744876,0.0166672270780936,0.0138011544098019,0.00634648216974626,-0.00609840623313163,-0.0212553940899325,-0.0360745081845876,-0.0473962758495158,-0.0528330289918763,-0.0529097813691541,-0.0513015956167347
15,1,0.0194053623664501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,1,-0.0153717572639067,-0.0439849101958254,-0.0727325240155654,-0.0919276706775642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
669,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670,1,-0.221798540318921,-0.191347054064471,-0.140197427557235,-0.085044067018258,-0.0509278374833479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
671,1,-1,-1,-1,-1,-1,-1,0.0483520353900844,0.0483520353900914,0.0483520353900803,0.0483520353900287,0.0483520353899458,0.0483520353898637,0.048352035389809,0.0483520353897932,0.0483520353898212,0.0483520353899052,0.0483520353900477,0.0483520353902285,0.0483520353904069,0.0483520353905497,0.0483520353906457,0.0483520353907016,0.0483520353907261,-1,-1,-1
183,1,-0.0293012557872538,-0.0526526629485087,-0.068325242859003,-0.0737084433048817,-0.0697531297764066,-0.059821189729541,-0.0497288988763264,-0.0456987356929494,-0.0480696269972493,-0.0473832810858961,-0.0318874014026934,-0.0021866382956629,0.0248792735352951,0.0319215261749071,0.0195515997084513,0.00405062121273009,-0.00372497147422401,-0.0103681917349319,-0.0269131769149495,-0.0496922420087648,-0.0624029052108712,-0.0562825306262812,-0.0401618475585679,-0.028147618774048,-0.0242456115077575,-1
184,1,-0.07173062794393,-0.0772635095527877,-0.078996991720109,-0.0745540694924748,-0.0636180301313143,-0.0488167780041823,-0.0331837459952334,-0.0172090183704345,-0.000432582316440611,0.0165141155481181,0.0316843222150324,0.043787780556075,0.0530785408152049,0.0600828707039091,0.0646433082594124,0.0663854658657346,0.0650070620270113,0.0600341370550895,0.0516330092072818,0.0418983028176963,0.0337656390149308,0.0279913667415426,0.0227458408543714,0.0171201387773257,0.0131972954788132,-1
233,1,-0.00595391853217619,-0.00605267960662864,-0.00615955912206523,-0.00627294080314406,-0.00638804131306814,-0.00649849246738854,-0.00660034357276323,-0.00669329649135891,-0.00677789008503116,-0.006852975905696,-0.00691704612579069,-0.00697105023263023,-0.00701810454901275,-0.00706016399626885,-0.00709618768271714,-0.00712405426227924,-0.00714317284477684,-0.00715429657763844,-0.00715766176811539,-0.00715301660661605,-0.00714190719801555,-0.00712878888745583,-0.00711872796260415,-0.00711390026052006,-0.0071127540286704,-1
235,1,-0.0186486098079783,-0.0186486098079549,-0.0186486098079346,-0.0186486098079216,-0.0186486098079186,-0.0186486098079256,-0.0186486098079402,-0.0186486098079579,-0.0186486098079736,-0.0186486098079835,-0.0186486098079899,-0.0186486098079997,-0.0186486098080191,-0.0186486098080478,-0.0186486098080823,-0.0186486098081202,-0.0186486098081615,-0.0186486098082056,-0.0186486098082491,-0.0186486098082892,-0.0186486098083244,-0.0186486098083526,-0.0186486098083707,-0.0186486098083778,-0.0186486098083787,-1
237,1,-0.0224081106801335,-0.022408110680209,-0.0224081106802811,-0.0224081106803452,-0.0224081106803992,-0.0224081106804419,-0.0224081106804779,-0.0224081106805081,-0.0224081106805312,-0.022408110680543,-0.0224081106805433,-0.0224081106805341,-0.0224081106805185,-0.0224081106804959,-0.0224081106804697,-0.0224081106804419,-0.0224081106804086,-0.0224081106803717,-0.0224081106803289,-0.0224081106802865,-0.0224081106802463,-0.0224081106802136,-0.0224081106801937,-0.0224081106801839,-0.0224081106801819,-1
239,1,0.0955883331300386,-0.293763542183281,-0.56275047344914,-0.509636152103408,-0.22811564643577,0.00832852085605995,0.135685399455855,0.153954989363729,0.0803386448918599,-0.00555653909186793,-0.0489468026126376,-0.0615276873066606,-0.0526251469114101,-0.0370457771196118,-0.0184912268548489,0.0030385038822347,0.0275434150931246,0.0550235067766203,0.0854787789328648,0.123140863203408,0.184936286151349,0.254916326692944,0.249850777142469,0.15884767707642,0.0723564774386124,-1
240,1,0.277793855526764,0.0979092837223721,-0.122609745362113,-0.141047647107017,-0.0210218119506169,0.0433986626762666,0.0261640226408313,0.0258930253281078,0.0546748411962676,0.0572619957655471,0.0654800830992703,0.137025832496193,0.176900637448489,0.0383933690698273,-0.182156018112611,-0.19414804458118,0.0456812115184151,0.181120597768951,-0.0512526081712247,-0.369105567479096,-0.293046087268053,0.129194922466032,0.322333378105598,-0.00739314291455195,-0.438459708572424,-1
433,1,-0.0198304810223601,-0.0201589798819265,-0.0204655999814848,-0.0207376843154,-0.0209736759548134,-0.0211813906347026,-0.021370447748001,-0.0215440601443804,-0.0216954838924312,-0.0218119543870702,-0.0218848994323147,-0.021919464551884,-0.0219338902285575,-0.021946997612572,-0.0219653019153784,-0.0219835487482249,-0.021997342511646,-0.0220115823648018,-0.0220342136921069,-0.022064637730985,-0.0220929235682501,-0.0221105344580024,-0.0221179918128472,-0.0221209016624926,-0.0221224027278339,-1
535,1,-0.0184419310494675,-0.0794637890223673,-0.133970080786003,-0.16675146291951,-0.143823983328662,-0.0604929147029484,0.0243154326093377,0.0346154299744226,-0.0373606248066027,-0.114358906446837,-0.113731609234869,-0.0310039044375853,0.0660703100316842,0.113233489073367,0.101673938660922,0.0619046031357096,0.0220993626946491,-0.00665642279636181,-0.0210637399414327,-0.0224031543136387,-0.0213116723919503,-0.0304861130024053,-0.0480092796507406,-0.0576539541798016,-0.0509134913396883,-0.039702523355953
541,1,-0.122515510776149,-0.134239430716312,-0.144842396083524,-0.146489273083459,-0.132806903497061,-0.104005591373181,-0.0669145087692615,-0.0305718722324608,-0.00143645220724259,0.0189426301437497,0.0331986811430875,0.0450784580728059,0.0562970695680128,0.0661459056565802,0.0737473017845355,0.0793236330670505,0.0825565761046121,0.081315426870544,0.0741511736723929,0.0636661792766329,0.055148801474362,0.0513016053750162,0.0501258605900016,0.048754833313045,0.0472830721715368,-1
70,1,-0.192757029789974,-0.0170373111342037,0.0816673897917691,0.00595697589995126,-0.122122050445899,-0.1267321246502,0.00555583050799291,0.130814731637669,0.145594122701756,0.102503876613798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
537,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.477121254719662,0,0,0,0.615224460689137,0.615224460689137,-1,-1,-1,-1,-1,-1
569,1,-0.11997531707675,-0.0871501757189003,-0.176091259055681,-0.176091259055681,0.176091259055681,-0.778151250383644,0.812913356642856,-0.0347621062592121,-1,-1,-0.380211241711606,0.531478917042255,-1,-1,-0.104735350520013,-1.21748394421391,0,0.602059991327962,-0.0579919469776866,-0.243038048686294,0.0880456295278405,0.0880456295278407,0,-1,-1,-1
435,1,-0.0865938295084051,-0.097496859526613,-0.0947283620450593,-0.0746378624693732,-0.0380014548566491,0.00842709442160872,0.0530599878974409,0.0846541007368966,0.0984861191176256,0.0975313141884551,0.0873199793090409,0.0705824984189953,0.0473446702064678,0.0183726180872946,-0.0134417998954863,-0.0441176903561059,-0.0689540670268473,-0.0830074056634309,-0.0847813211468057,-0.0803339810920508,-0.0806069560152098,-0.092124346982321,-0.111154569582523,-0.128155240192762,-0.136758600003113,-1
588,1,0,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.0340800896228328,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,-0.477121254719662,0.0752574989159953,0.0752574989159953,0.0752574989159953,0.0752574989159953,-0.301029995663981,0,-1,-1,-1,-1
544,1,-1,-1,-0.349485002168009,0.0602059991327963,0.0602059991327961,0.0602059991327961,0.0602059991327963,0.0602059991327963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
543,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.367976785294594,-0.104735350520013,0,0.237360915794604,-0.400816173116583,-0.400816173116583,0.669006780958576,0.0281069619000119,0.0281069619000121,0.0281069619000119,-0.32735893438633,0,0,0,-1
542,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.0289959734888434,-0.0289959734888434,-0.0393425964509287,-0.0393425964509286,-0.350977428942741,-0.35097742894274,0.206331632746372,0.206331632746372,-0.111633269828763,-1
234,1,0.301029995663981,-0.15051499783199,-0.150514997831991,0,0,0,0,0,0.0200686663775986,0.0200686663775986,0.0200686663775989,0.0200686663775989,0.0200686663775986,0.0200686663775989,0.0200686663775986,0.0200686663775989,0.0200686663775986,0.0200686663775986,0.0200686663775989,0.0200686663775989,0.0200686663775986,0.0200686663775989,0.0200686663775986,-0.602059991327962,0,-1
672,1,0.00212477926432131,0.00212477926424759,0.00212477926417143,0.00212477926409371,0.00212477926401844,0.00212477926394694,0.00212477926388077,0.00212477926381616,0.00212477926375532,0.00212477926368648,0.00212477926360854,0.00212477926352372,0.00212477926342935,0.00212477926333321,0.00212477926323684,0.00212477926314003,0.00212477926305032,0.00212477926296351,0.00212477926288335,0.00212477926281496,0.00212477926276189,0.00212477926272525,0.00212477926270482,0.00212477926269683,-1,-1
8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
123,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0895351737112899,0.0895351737115146,0.0895351737119445,0.0895351737125152,0.0895351737131675,0.0895351737138874,0.0895351737146561,0.0895351737153884,0.0895351737159609,0.0895351737162966,0.0895351737164214,0.089535173716436,-1,-1,-1
69,1,0.0588138290515854,0.0511397478472415,0.0415279192058162,0.0307328440987433,0.0200865663114362,0.0107042369451231,0.00317197546661285,-0.00230224689853942,-0.00569085397750402,-0.00717825369313574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
439,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.228614601677,0.458602553444184,-0.173416936828938,0.462712397370559,-0.925208631302227,-0.0961983046962969,-1,-1,-1,-1,-1,-1
440,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.342534195646777,-0.318665855472084,0.697807233944226,-0.0823129100815585,0.610284719382121,-1.04506758655236,-1,-1,-1,-1,-1,-1
442,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.337307424124874,-0.095625539400972,0.0298563288906495,-0.146793748752682,-0.197846383806815,-0.119457454569423,-1,-1,-1,-1,-1,-1
446,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.394958178803493,0.417607198575603,0.738632362719774,-0.378291337647188,-0.672500131098572,0.897440821836738,-1,-1,-1,-1,-1,-1
448,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.093374353193151,0.401629004627598,-0.242048094609431,-0.671235079751074,0.310458740094299,0.201011989516809,-1,-1,-1,-1,-1,-1
452,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.710235701747937,0.0111363661179595,-0.56936744213555,0.763924141159058,-0.503747297098214,0.0503463051369666,-1,-1,-1,-1,-1,-1
453,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.356770299093435,0.525534611158281,-0.659445400083748,0.866831980926881,-0.688218191167158,-0.351344920008137,-1,-1,-1,-1,-1,-1
455,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.184924410155574,-0.161888532209409,-0.584270132137307,0.505088886089683,0.0305669802814257,0.12845971123878,-1,-1,-1,-1,-1,-1
456,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.125996701764634,0.116132463823486,0.854017513498761,-1.1378042587223,0.586783589142033,0.629692279955993,-1,-1,-1,-1,-1,-1
458,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.230320419212852,0.0299989222375108,0.0416197909950706,0.57219892684429,-0.660632548312255,0.325751515801201,-1,-1,-1,-1,-1,-1
461,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.395598792857135,0.0758607863411722,0.744001430257011,0.0295505920096772,0.178396961379526,-0.397228812661905,-1,-1,-1,-1,-1,-1
464,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.35322852663272,0.24819659742685,-1.19433795975302,0.0370632440108021,0.0372993986654651,0.565249204544418,-1,-1,-1,-1,-1,-1
466,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.509919521275173,-0.312735890646584,0.772863884826003,-0.135242349402592,-0.69971943417152,-0.120214043485315,-1,-1,-1,-1,-1,-1
468,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.369708769571783,-0.0136962915466321,-0.294918684613962,0.623173898594586,-0.995748306847676,0.530526275427721,-1,-1,-1,-1,-1,-1
470,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.21165640630533,0.713894579098282,-0.329553294039927,0.137720349008403,0.234614503164961,-0.0706315315963657,-1,-1,-1,-1,-1,-1
473,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.141632236137127,-0.281769908126177,-0.0676745282883591,0.628906644774616,-1.05906699171581,0.602059991327963,-1,-1,-1,-1,-1,-1
443,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.681708066905757,0.663888357743778,-0.525947420932777,0.619093330626743,-0.356858039401078,-1,-1,-1,-1,-1,-1
444,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.754166627333945,-0.623814306777513,0.0192325556551647,0.107880549345956,-0.0527822772961484,-1,-1,-1,-1,-1,-1
457,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.320317098506381,-0.553097360892076,0.195519810894007,0.229649851268941,-0.677894978252374,-1,-1,-1,-1,-1,-1
459,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.29905142968189,-1.12296017062621,0.00262414382614873,-0.00792048363609732,0.823242133780591,-1,-1,-1,-1,-1,-1
472,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.00809547155183044,-0.00578864771626098,0.0522416627847329,-0.459795151410053,0.635069811387345,-1,-1,-1,-1,-1,-1
72,1,-0.025246219288667,-0.0400957025226358,-0.0544782521384235,-0.0683065786666021,-0.080430485618709,-0.0902736071323967,-0.0989165453530539,-0.107683807869294,-0.115808618722855,-0.120670872825809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
434,1,0.259383750127881,0.259383750127881,0.259383750127881,-0.137173193025312,-0.414346016228765,-0.414346016228765,-0.414346016228765,0,0.602059991327962,-0.301029995663981,-0.301029995663981,0.159040418239887,0.159040418239887,0.159040418239887,0.45229767099463,-0.151267675330649,-0.176091259055681,-1,-1,0.552841968657781,-0.0826695738934462,-1.49136169383427,1.06069784035361,0.281724840468594,0.182622126214639,-1
181,1,0,0,0,0,0,0,0,0.477121254719662,-0.176091259055681,-1,-1,0.150514997831991,0.150514997831991,-0.301029995663981,0,0.653212513775344,-1,-1,-0.032303337669352,-0.0323033376693522,-0.602059991327962,0,0,0.2491552768948,0.2491552768948,-1
596,1,-0.0323033376693522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
177,1,0.00554121032233734,0.00190437578670855,-0.001924884463683,-0.00509466185525209,-0.00735177853068025,-0.00883669585523084,-0.00967448443102237,-0.00986538032352957,-0.00941515442718588,-0.00828263111203809,-0.00613512322932763,-0.0024606064076047,0.00272095050583587,0.00826972656234526,0.0124180076168603,0.0141534725938959,0.0140708004941139,0.0136663537313257,0.0138236066446922,0.014222725575098,-1,-1,-1,-1,-1,-1
154,1,0.140258545991917,0.140258545991759,0.140258545991292,0.140258545990671,0.140258545990048,0.140258545989437,0.140258545988758,0.140258545987967,0.14025854598711,0.140258545986277,0.140258545985557,0.140258545985039,0.140258545984786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
152,1,0.0657409778440536,0.0657409778440652,0.0657409778440807,0.0657409778440861,0.0657409778440685,0.0657409778440288,0.0657409778439844,0.0657409778439513,0.0657409778439326,0.0657409778439229,0.065740977843915,0.06574097784391,0.0657409778439013,0.065740977843883,0.0657409778438486,0.0657409778438022,0.0657409778437521,0.0657409778437021,0.0657409778436586,0.0657409778436266,0.0657409778436068,0.0657409778436003,-1,-1,-1,-1
153,1,0.132508355595579,0.122000344301033,0.0952240075320638,0.0341327014527772,-0.0347464253094321,-0.0521640826023724,0.00432169202909249,0.0846219965039399,0.112386128702331,0.0612660407400489,-0.0243172072967366,-0.0795093390193038,-0.0733476249337104,-0.0130667675517815,0.0462521485548715,0.0611324475768626,0.0295581096154143,-0.021836464921172,-0.0645057102105095,-0.085116998745236,-1,-1,-1,-1,-1,-1
155,1,-1,-1,-1,-1,-0.039721618197624,-0.0397216181976592,-0.0397216181977582,-0.03972161819793,-0.0397216181981456,-0.0397216181983689,-0.0397216181985834,-0.0397216181987746,-0.0397216181989131,-0.0397216181989711,-0.0397216181989608,-0.0397216181989266,-0.0397216181988987,-0.0397216181988692,-0.0397216181988201,-0.0397216181987596,-0.0397216181987128,-0.0397216181986923,-1,-1,-1,-1
157,1,-1,-1,-1,-1,-1,-1,-1,-0.070970723561091,-0.0754931490135329,-0.0811039302473038,-0.0824192774242274,-0.0762309113157578,-0.0635905325510384,-0.0476608413084882,-0.0298221368010769,-0.00918670410678812,0.0132477814046301,0.0316263608651224,0.0392645515102323,0.0363181487160427,0.0309682249609429,-1,-1,-1,-1,-1
160,1,-1,-1,-1,-1,-1,-1,-1,0.209265885029693,0.120921758935445,0.000913465326624952,-0.0607022649817912,-0.0244180661756754,0.054951322519881,0.080773910172601,0.0172712964970421,-0.0715504293135094,-0.0989388562558089,-0.0580332248273363,-0.0209438411600047,-0.0380325987395818,-0.0757407251979942,-1,-1,-1,-1,-1
162,1,-1,-1,-1,-1,-1,-1,-1,0.167934217678805,0.15431384995576,0.0688135579599694,-0.0643859788884571,-0.110008196206596,-0.00713503999162679,0.106565569479225,0.0630783482190731,-0.096837625388221,-0.178778442597186,-0.116274026153388,-0.0574523159440012,-0.127293168218317,-0.238239763783803,-1,-1,-1,-1,-1
136,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0235414049854506,0.0235414049859964,0.0235414049867765,0.0235414049872726,0.0235414049872031,0.0235414049867564,0.0235414049863848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
536,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.0586970863518936,0.0586970863518939,0.0586970863518936,-0.176091259055681,0,0,0,-1,-1,-1
134,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.0558634665661515,-0.0545515475790928,-0.0514670984716732,-0.0464499515501688,-0.0402235154097665,-0.0345163171081051,-0.0312433476544369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
135,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.303828116366771,-0.232856936911065,-0.114032849541019,0.00537801858733777,0.0880833187090354,0.127299073010919,0.138746467633532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
673,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.045757490560675,0.146128035678238,0.077886775694626,-0.11850462660289,0.0327925133963076,0.0449671455165233,-1,-1,-1,-1,-1,-1
674,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.583409452869946,-0.0318891444134812,-0.817069316414013,-0.451544993495972,-0.451544993495972,1.78175537465247,-1,-1,-1,-1,-1,-1
676,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.251592021364938,-0.416825352832411,-0.0248235837250323,-0.666177490939711,0.80986566356085,-0.0731070983354316,-1,-1,-1,-1,-1,-1
680,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.131672119267268,-0.733732110595231,0.645094623553164,-0.247154614881127,-0.0621479067488444,-0.113943352306837,-1,-1,-1,-1,-1,-1
682,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.674836324619299,-0.464886798302651,-0.221848749616356,-0.857332496431268,0.602059991327962,0.676693609624867,-1,-1,-1,-1,-1,-1
684,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.277964691595288,0.227798082129558,0.292075153011055,-0.292075153011055,0.135878722672313,-0.00653086715895768,-1,-1,-1,-1,-1,-1
687,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.35902194264167,-0.573064017839119,-0.573064017839119,1.11394335230684,0.283996656365201,-1.09691001300806,-1,-1,-1,-1,-1,-1
689,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0182248201062,1.34242268082221,-0.424092727273526,-0.272066299728665,0.321551662808583,0.121585094600712,-1,-1,-1,-1,-1,-1
692,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.46982201597816,-1.46982201597816,1.02118929906994,-0.720159303405957,0.812913356642856,-0.636822097587174,-1,-1,-1,-1,-1,-1
695,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14907241632502,-0.590478118778147,-0.0746336182969043,-0.806179973983887,0.90848501887865,-0.493511670907832,-1,-1,-1,-1,-1,-1
697,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.13987908640124,0,-0.221848749616356,0,0.367976785294594,0.673415899863631,-1,-1,-1,-1,-1,-1
699,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.00914337943986965,-0.15358391805783,-0.0713559085356683,-0.669006780958576,0.602059991327962,0.375663613960886,-1,-1,-1,-1,-1,-1
