population_id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
182,1,0.00979288906198406,0.00721522919222917,0.00592120846878252,0.00673771277529145,0.00893714068571949,0.00995615567510466,0.00749955895107668,0.00195229126876484,-0.00400130846924629,-0.00811420209438118,-0.0101360365659318,-0.0106447711187005,-0.0096014540754803,-0.00702959248428048,-0.00443633631200591,-0.00412479901983875,-0.00671099172910772,-0.0101048606273677,-0.0114959664399263,-0.0100128002028352,-0.00708124322414161,-0.00456325532617541,-0.00312685539781654,-0.00234195230114675,-0.00173029299207883,-0.00131829042657738,-1,-1
35,1,-0.00735971131520419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,1,-0.0342860054617584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
669,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670,1,-0.221798540318921,-0.191347054064471,-0.140197427557235,-0.085044067018258,-0.0509278374833479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
671,1,-1,-1,-1,-1,-1,-1,0.0483520353900844,0.0483520353900914,0.0483520353900803,0.0483520353900287,0.0483520353899458,0.0483520353898637,0.048352035389809,0.0483520353897932,0.0483520353898212,0.0483520353899052,0.0483520353900477,0.0483520353902285,0.0483520353904069,0.0483520353905497,0.0483520353906457,0.0483520353907016,0.0483520353907261,-1,-1,-1,-1,-1
22,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,1,-0.0293012557872538,-0.0526526629485087,-0.068325242859003,-0.0737084433048817,-0.0697531297764066,-0.059821189729541,-0.0497288988763264,-0.0456987356929494,-0.0480696269972493,-0.0473832810858961,-0.0318874014026934,-0.0021866382956629,0.0248792735352951,0.0319215261749071,0.0195515997084513,0.00405062121273009,-0.00372497147422401,-0.0103681917349319,-0.0269131769149495,-0.0496922420087648,-0.0624029052108712,-0.0562825306262812,-0.0401618475585679,-0.028147618774048,-0.0242456115077575,-1,-1,-1
184,1,-0.07173062794393,-0.0772635095527877,-0.078996991720109,-0.0745540694924748,-0.0636180301313143,-0.0488167780041823,-0.0331837459952334,-0.0172090183704345,-0.000432582316440611,0.0165141155481181,0.0316843222150324,0.043787780556075,0.0530785408152049,0.0600828707039091,0.0646433082594124,0.0663854658657346,0.0650070620270113,0.0600341370550895,0.0516330092072818,0.0418983028176963,0.0337656390149308,0.0279913667415426,0.0227458408543714,0.0171201387773257,0.0131972954788132,-1,-1,-1
